1 1.782099e-04 354.576457
2 2.194852e-04 357.208111
3 2.703204e-04 360.263681
4 3.329296e-04 363.743886
5 4.100397e-04 367.583716
6 5.050095e-04 371.810231
7 6.219752e-04 376.317152
8 7.660315e-04 380.967885
9 9.434527e-04 385.946193
10 1.161967e-03 391.334200
11 1.431091e-03 397.100360
12 1.762547e-03 403.279100
13 2.170773e-03 409.609250
14 2.673547e-03 415.834794
15 3.292770e-03 422.102464
16 4.055412e-03 428.336270
17 4.994690e-03 434.610626
18 6.151515e-03 441.106380
19 7.576274e-03 447.698438
20 9.331022e-03 454.409180
21 1.149219e-02 461.348199
22 1.415391e-02 468.417099
23 1.743211e-02 475.755233
24 2.146957e-02 483.579200
25 2.644216e-02 491.857764
26 3.256646e-02 500.912508
27 4.010920e-02 510.900163
28 4.939894e-02 521.598908
29 6.084027e-02 533.219841
30 7.493155e-02 545.935467
31 9.228652e-02 559.616248
32 1.136611e-01 574.694382
33 1.399862e-01 591.272236
34 1.724086e-01 609.102446
35 2.123403e-01 628.746274
36 2.615207e-01 650.421846
37 3.220917e-01 673.901538
38 3.966917e-01 699.700173
39 4.885698e-01 727.900513
40 6.017280e-01 758.195368
41 7.410948e-01 791.362455
42 9.127404e-01 827.499766
43 1.124141e+00 866.273552
44 1.384505e+00 908.515101
45 1.705171e+00 954.583539
46 2.100107e+00 1004.124255
47 2.586515e+00 1058.594053
48 3.185581e+00 1118.000838
49 3.923396e+00 1180.029035
50 4.832098e+00 1242.288710
51 5.951264e+00 1302.112802
52 7.329642e+00 1360.293330
53 9.027268e+00 1419.254828
54 1.111808e+01 1477.869849
55 1.369315e+01 1536.001618
56 1.686464e+01 1597.086971
57 2.077067e+01 1663.068517
58 2.558139e+01 1738.424741
59 3.150632e+01 1832.118549
60 3.880353e+01 1933.655303
61 4.779085e+01 2039.470368
62 5.885973e+01 2150.494332
63 7.249229e+01 2263.769293
64 8.928230e+01 2381.151041
65 1.099611e+02 2503.168229
66 1.354293e+02 2626.181705
67 1.667962e+02 2752.449079
68 2.054280e+02 2882.878225
