   Wavenu Wavelen  kap100   kap198   kap296 del/al
    1/cm    nm     1/km-am  1/km-am  1/km-am K^1/2

   13565   736.99  5.00E-1  5.28E-1  5.57E-1    28
   13570   736.72  5.72E-1  5.86E-1  6.00E-1    27
   13575   736.45  5.28E-1  5.80E-1  6.37E-1    26
   13580   736.17  4.88E-1  5.72E-1  6.71E-1    25
   13585   735.90  5.32E-1  6.13E-1  7.06E-1    25
   13590   735.63  6.42E-1  6.97E-1  7.57E-1    24
   13595   735.36  7.98E-1  8.19E-1  8.41E-1    23
   13600   735.09  8.18E-1  8.71E-1  9.29E-1    22
   13605   734.82  7.22E-1  8.56E-1  1.02E+0    21
   13610   734.55  7.96E-1  9.40E-1  1.11E+0    20
   13615   734.28  9.65E-1  1.08E+0  1.21E+0    19
   13620   734.01  9.82E-1  1.14E+0  1.32E+0    18
   13625   733.74  9.99E-1  1.19E+0  1.41E+0    17
   13630   733.47  1.12E+0  1.29E+0  1.49E+0    17
   13635   733.20  1.22E+0  1.39E+0  1.57E+0    16
   13640   732.94  1.41E+0  1.53E+0  1.65E+0    16
   13645   732.67  1.52E+0  1.61E+0  1.70E+0    16
   13650   732.40  1.44E+0  1.58E+0  1.74E+0    15
   13655   732.13  1.52E+0  1.64E+0  1.77E+0    15
   13660   731.86  1.57E+0  1.68E+0  1.80E+0    15
   13665   731.60  1.55E+0  1.71E+0  1.89E+0    15
   13670   731.33  1.69E+0  1.84E+0  2.00E+0    14
   13675   731.06  1.77E+0  1.93E+0  2.11E+0    14
   13680   730.79  1.96E+0  2.09E+0  2.22E+0    13
   13685   730.53  2.29E+0  2.31E+0  2.34E+0    13
   13690   730.26  2.41E+0  2.43E+0  2.46E+0    13
   13695   729.99  2.73E+0  2.65E+0  2.58E+0    12
   13700   729.73  2.79E+0  2.74E+0  2.68E+0    12
   13705   729.46  2.96E+0  2.85E+0  2.75E+0    12
   13710   729.19  2.96E+0  2.89E+0  2.81E+0    12
   13715   728.93  3.00E+0  2.94E+0  2.88E+0    12
   13720   728.66  2.90E+0  2.94E+0  2.99E+0    11
   13725   728.40  3.03E+0  3.09E+0  3.16E+0    11
   13730   728.13  3.86E+0  3.58E+0  3.32E+0    11
   13735   727.87  4.34E+0  3.89E+0  3.47E+0    11
   13740   727.60  4.37E+0  3.91E+0  3.50E+0    10
   13745   727.34  5.14E+0  4.22E+0  3.47E+0    10
   13750   727.07  4.75E+0  4.04E+0  3.43E+0    10
   13755   726.81  4.45E+0  3.89E+0  3.40E+0    11
   13760   726.54  3.76E+0  3.55E+0  3.34E+0    11
   13765   726.28  3.33E+0  3.31E+0  3.29E+0    11
   13770   726.02  3.73E+0  3.47E+0  3.23E+0    11
   13775   725.75  4.50E+0  3.79E+0  3.19E+0    11
   13780   725.49  4.13E+0  3.62E+0  3.17E+0    11
   13785   725.23  3.64E+0  3.38E+0  3.15E+0    11
   13790   724.96  3.38E+0  3.25E+0  3.12E+0    11
   13795   724.70  3.09E+0  3.07E+0  3.05E+0    11
   13800   724.44  2.47E+0  2.70E+0  2.95E+0    11
   13805   724.18  2.16E+0  2.48E+0  2.86E+0    11
   13810   723.91  2.23E+0  2.49E+0  2.77E+0    11
   13815   723.65  2.02E+0  2.33E+0  2.68E+0    12
   13820   723.39  1.94E+0  2.24E+0  2.59E+0    12
   13825   723.13  1.76E+0  2.10E+0  2.50E+0    12
   13830   722.87  1.70E+0  2.02E+0  2.39E+0    12
   13835   722.61  1.64E+0  1.91E+0  2.22E+0    13
   13840   722.34  1.49E+0  1.74E+0  2.04E+0    13
   13845   722.08  1.53E+0  1.69E+0  1.87E+0    14
   13850   721.82  1.58E+0  1.65E+0  1.73E+0    14
   13855   721.56  1.56E+0  1.61E+0  1.66E+0    14
   13860   721.30  1.46E+0  1.53E+0  1.60E+0    15
   13865   721.04  1.40E+0  1.47E+0  1.54E+0    15
   13870   720.78  1.34E+0  1.41E+0  1.48E+0    15
   13875   720.52  1.34E+0  1.39E+0  1.43E+0    15
   13880   720.26  1.36E+0  1.37E+0  1.39E+0    15
   13885   720.00  1.35E+0  1.34E+0  1.34E+0    16
   13890   719.74  1.18E+0  1.22E+0  1.26E+0    16
   13895   719.49  1.11E+0  1.14E+0  1.17E+0    17
   13900   719.23  1.04E+0  1.06E+0  1.07E+0    18
   13905   718.97  8.88E-1  9.32E-1  9.78E-1    18
   13910   718.71  8.52E-1  8.72E-1  8.93E-1    19
   13915   718.45  8.53E-1  8.32E-1  8.11E-1    20
   13920   718.19  8.14E-1  7.70E-1  7.29E-1    21
   13925   717.93  7.13E-1  6.85E-1  6.59E-1    22
   13930   717.68  6.39E-1  6.26E-1  6.14E-1    22
   13935   717.42  6.00E-1  5.85E-1  5.71E-1    23
   13940   717.16  5.67E-1  5.47E-1  5.27E-1    24
   13945   716.91  4.40E-1  4.60E-1  4.81E-1    25
   13950   716.65  3.76E-1  4.01E-1  4.29E-1    26
   13955   716.39  3.39E-1  3.57E-1  3.76E-1    28
   13960   716.14  2.94E-1  3.09E-1  3.24E-1    30
   13965   715.88  2.33E-1  2.55E-1  2.79E-1    32
   13970   715.62  1.92E-1  2.15E-1  2.42E-1    34
   13975   715.37  1.60E-1  1.81E-1  2.04E-1    37
   13980   715.11  1.33E-1  1.49E-1  1.67E-1    40
   13985   714.85  1.17E-1  1.29E-1  1.42E-1    43
   13990   714.60  1.07E-1  1.16E-1  1.26E-1    45
   13995   714.34  9.82E-2  1.04E-1  1.11E-1    48
   14000   714.09  9.07E-2  9.32E-2  9.57E-2    51
   14005   713.83  8.53E-2  8.53E-2  8.53E-2    53
   14010   713.58  8.15E-2  7.95E-2  7.76E-2    55
   14015   713.32  8.42E-2  7.67E-2  6.99E-2    57
   14020   713.07  8.71E-2  7.38E-2  6.25E-2    59
   14025   712.82  8.86E-2  7.30E-2  6.01E-2    60
   14030   712.56  9.66E-2  7.91E-2  6.48E-2    58
   14035   712.31  1.00E-1  8.17E-2  6.65E-2    58
   14040   712.05  9.17E-2  7.42E-2  6.00E-2    60
   14045   711.80  8.73E-2  7.02E-2  5.65E-2    61
   14050   711.55  8.61E-2  6.88E-2  5.50E-2    62
   14055   711.29  8.56E-2  6.80E-2  5.40E-2    62
   14060   711.04  8.81E-2  6.95E-2  5.49E-2    61
   14065   710.79  8.95E-2  7.02E-2  5.51E-2    61
   14070   710.54  9.57E-2  7.46E-2  5.81E-2    60
   14075   710.28  1.05E-1  8.12E-2  6.29E-2    58
   14080   710.03  1.17E-1  9.00E-2  6.92E-2    56
   14085   709.78  1.22E-1  9.26E-2  7.03E-2    55
   14090   709.53  1.23E-1  9.29E-2  7.03E-2    55
   14095   709.28  1.23E-1  9.29E-2  7.03E-2    55
   14100   709.02  1.32E-1  9.67E-2  7.11E-2    55
   14105   708.77  1.33E-1  9.90E-2  7.36E-2    54
   14110   708.52  1.31E-1  9.99E-2  7.61E-2    53
   14115   708.27  1.38E-1  1.04E-1  7.86E-2    52
   14120   708.02  1.53E-1  1.11E-1  8.03E-2    52
   14125   707.77  1.60E-1  1.13E-1  8.03E-2    51
   14130   707.52  1.67E-1  1.16E-1  8.03E-2    51
   14135   707.27  1.71E-1  1.17E-1  8.02E-2    51
   14140   707.02  1.86E-1  1.27E-1  8.61E-2    50
   14145   706.77  2.01E-1  1.43E-1  1.02E-1    46
   14150   706.52  2.04E-1  1.56E-1  1.19E-1    43
   14155   706.27  2.09E-1  1.68E-1  1.35E-1    41
   14160   706.02  2.04E-1  1.74E-1  1.48E-1    39
   14165   705.77  2.06E-1  1.78E-1  1.54E-1    38
   14170   705.52  2.16E-1  1.86E-1  1.60E-1    38
   14175   705.27  2.29E-1  1.95E-1  1.67E-1    37
   14180   705.02  2.62E-1  2.13E-1  1.73E-1    36
   14185   704.78  3.24E-1  2.41E-1  1.79E-1    35
   14190   704.53  3.50E-1  2.55E-1  1.85E-1    35
   14195   704.28  3.45E-1  2.57E-1  1.92E-1    34
   14200   704.03  3.36E-1  2.56E-1  1.95E-1    34
   14205   703.78  3.01E-1  2.41E-1  1.93E-1    34
   14210   703.54  2.90E-1  2.34E-1  1.90E-1    34
   14215   703.29  3.02E-1  2.38E-1  1.87E-1    34
   14220   703.04  3.06E-1  2.42E-1  1.92E-1    34
   14225   702.79  3.31E-1  2.58E-1  2.01E-1    33
   14230   702.55  3.61E-1  2.75E-1  2.09E-1    32
   14235   702.30  3.73E-1  2.85E-1  2.18E-1    32
   14240   702.05  3.75E-1  2.93E-1  2.28E-1    31
   14245   701.81  3.37E-1  2.84E-1  2.40E-1    30
   14250   701.56  3.23E-1  2.85E-1  2.51E-1    30
   14255   701.31  3.20E-1  2.90E-1  2.62E-1    29
   14260   701.07  2.94E-1  2.78E-1  2.62E-1    29
   14265   700.82  2.84E-1  2.68E-1  2.53E-1    29
   14270   700.58  2.70E-1  2.56E-1  2.44E-1    30
   14275   700.33  2.51E-1  2.43E-1  2.35E-1    30
   14280   700.09  2.59E-1  2.39E-1  2.21E-1    31
   14285   699.84  2.39E-1  2.19E-1  2.02E-1    32
   14290   699.60  2.34E-1  2.07E-1  1.83E-1    34
   14295   699.35  2.09E-1  1.85E-1  1.63E-1    35
   14300   699.11  1.80E-1  1.63E-1  1.48E-1    37
   14305   698.86  1.58E-1  1.47E-1  1.38E-1    38
   14310   698.62  1.41E-1  1.34E-1  1.28E-1    39
   14315   698.38  1.36E-1  1.27E-1  1.18E-1    40
   14320   698.13  1.28E-1  1.18E-1  1.09E-1    41
   14325   697.89  1.18E-1  1.10E-1  1.02E-1    43
   14330   697.64  1.11E-1  1.03E-1  9.50E-2    44
   14335   697.40  1.08E-1  9.74E-2  8.81E-2    45
   14340   697.16  1.16E-1  9.72E-2  8.15E-2    46
   14345   696.91  1.12E-1  9.17E-2  7.52E-2    48
   14350   696.67  9.96E-2  8.28E-2  6.88E-2    49
   14355   696.43  8.84E-2  7.43E-2  6.25E-2    51
   14360   696.19  7.50E-2  6.54E-2  5.71E-2    53
   14365   695.94  7.08E-2  6.11E-2  5.27E-2    54
   14370   695.70  6.31E-2  5.52E-2  4.83E-2    56
   14375   695.46  5.67E-2  4.99E-2  4.39E-2    57
   14380   695.22  5.12E-2  4.54E-2  4.03E-2    59
   14385   694.98  4.48E-2  4.13E-2  3.80E-2    60
   14390   694.74  3.99E-2  3.77E-2  3.57E-2    61
   14395   694.49  3.83E-2  3.58E-2  3.34E-2    62
   14400   694.25  3.76E-2  3.43E-2  3.13E-2    63
   14405   694.01  3.62E-2  3.28E-2  2.97E-2    64
   14410   693.77  3.16E-2  2.98E-2  2.81E-2    65
   14415   693.53  3.15E-2  2.89E-2  2.65E-2    66
   14420   693.29  3.07E-2  2.76E-2  2.49E-2    67
   14425   693.05  3.00E-2  2.63E-2  2.30E-2    69
   14430   692.81  2.82E-2  2.44E-2  2.11E-2    70
   14435   692.57  2.77E-2  2.30E-2  1.91E-2    71
   14440   692.33  2.88E-2  2.23E-2  1.73E-2    73
   14445   692.09  2.66E-2  2.10E-2  1.66E-2    74
   14450   691.85  2.64E-2  2.06E-2  1.61E-2    74
   14455   691.61  2.59E-2  2.01E-2  1.56E-2    74
   14460   691.37  2.62E-2  2.00E-2  1.52E-2    75
   14465   691.13  2.67E-2  2.04E-2  1.56E-2    74
   14470   690.89  2.72E-2  2.11E-2  1.64E-2    73
   14475   690.66  2.70E-2  2.15E-2  1.72E-2    72
   14480   690.42  2.77E-2  2.22E-2  1.78E-2    71
   14485   690.18  2.73E-2  2.20E-2  1.77E-2    71
   14490   689.94  2.54E-2  2.10E-2  1.73E-2    71
   14495   689.70  2.57E-2  2.09E-2  1.70E-2    72
   14500   689.46  2.74E-2  2.13E-2  1.66E-2    72
   14505   689.23  3.02E-2  2.28E-2  1.72E-2    71
   14510   688.99  3.31E-2  2.45E-2  1.82E-2    70
   14515   688.75  3.64E-2  2.64E-2  1.91E-2    69
   14520   688.52  3.49E-2  2.64E-2  2.00E-2    68
   14525   688.28  3.25E-2  2.62E-2  2.12E-2    67
   14530   688.04  3.40E-2  2.77E-2  2.25E-2    66
   14535   687.80  3.43E-2  2.86E-2  2.38E-2    65
   14540   687.57  3.54E-2  2.98E-2  2.51E-2    63
   14545   687.33  3.71E-2  3.11E-2  2.60E-2    63
   14550   687.10  3.90E-2  3.18E-2  2.60E-2    63
   14555   686.86  4.39E-2  3.38E-2  2.60E-2    62
   14560   686.62  4.66E-2  3.48E-2  2.60E-2    62
   14565   686.39  4.39E-2  3.38E-2  2.60E-2    62
   14570   686.15  4.11E-2  3.27E-2  2.60E-2    62
   14575   685.92  4.41E-2  3.39E-2  2.60E-2    62
   14580   685.68  4.61E-2  3.46E-2  2.60E-2    62
   14585   685.45  5.04E-2  3.63E-2  2.61E-2    62
   14590   685.21  5.25E-2  3.84E-2  2.81E-2    60
   14595   684.98  5.02E-2  3.93E-2  3.07E-2    58
   14600   684.74  4.94E-2  4.06E-2  3.33E-2    57
   14605   684.51  5.05E-2  4.26E-2  3.59E-2    55
   14610   684.27  5.36E-2  4.51E-2  3.80E-2    54
   14615   684.04  6.19E-2  4.96E-2  3.97E-2    53
   14620   683.81  6.45E-2  5.17E-2  4.14E-2    52
   14625   683.57  6.34E-2  5.22E-2  4.30E-2    52
   14630   683.34  6.65E-2  5.17E-2  4.02E-2    53
   14635   683.10  6.34E-2  4.74E-2  3.54E-2    55
   14640   682.87  6.35E-2  4.41E-2  3.06E-2    57
   14645   682.64  6.99E-2  4.25E-2  2.58E-2    60
   14650   682.41  7.20E-2  4.02E-2  2.24E-2    62
   14655   682.17  5.85E-2  3.50E-2  2.10E-2    63
   14660   681.94  5.51E-2  3.29E-2  1.96E-2    64
   14665   681.71  4.77E-2  2.95E-2  1.82E-2    65
   14670   681.48  4.25E-2  2.67E-2  1.68E-2    66
   14675   681.24  3.69E-2  2.38E-2  1.54E-2    67
   14680   681.01  3.78E-2  2.30E-2  1.40E-2    69
   14685   680.78  3.45E-2  2.09E-2  1.27E-2    70
   14690   680.55  3.63E-2  2.03E-2  1.13E-2    71
   14695   680.32  3.41E-2  1.84E-2  9.90E-3    73
   14700   680.08  2.94E-2  1.58E-2  8.50E-3    74
   14705   679.85  2.91E-2  1.44E-2  7.10E-3    76
   14710   679.62  2.44E-2  1.18E-2  5.70E-3    78
   14715   679.39  2.19E-2  1.09E-2  5.40E-3    78
   14720   679.16  1.93E-2  1.05E-2  5.70E-3    78
   14725   678.93  1.78E-2  1.04E-2  6.10E-3    77
   14730   678.70  1.65E-2  1.03E-2  6.40E-3    76
   14735   678.47  1.57E-2  1.03E-2  6.80E-3    75
   14740   678.24  1.50E-2  1.04E-2  7.20E-3    75
   14745   678.01  1.46E-2  1.06E-2  7.70E-3    74
   14750   677.78  1.47E-2  1.12E-2  8.50E-3    73
   14755   677.55  1.49E-2  1.18E-2  9.30E-3    71
   14760   677.32  1.53E-2  1.26E-2  1.03E-2    70
   14765   677.09  1.52E-2  1.29E-2  1.09E-2    69
   14770   676.86  1.54E-2  1.35E-2  1.18E-2    68
   14775   676.63  1.64E-2  1.48E-2  1.34E-2    66
   14780   676.40  1.80E-2  1.67E-2  1.55E-2    64
   14785   676.17  1.89E-2  1.80E-2  1.71E-2    63
   14790   675.95  1.93E-2  1.88E-2  1.84E-2    61
   14795   675.72  1.97E-2  1.97E-2  1.97E-2    60
   14800   675.49  2.07E-2  2.11E-2  2.15E-2    59
   14805   675.26  2.35E-2  2.40E-2  2.45E-2    57
   14810   675.03  2.65E-2  2.70E-2  2.75E-2    55
   14815   674.81  2.71E-2  2.87E-2  3.04E-2    53
   14820   674.58  3.20E-2  3.22E-2  3.25E-2    52
   14825   674.35  3.66E-2  3.31E-2  3.00E-2    53
   14830   674.12  3.55E-2  3.11E-2  2.73E-2    54
   14835   673.90  3.55E-2  2.95E-2  2.45E-2    56
   14840   673.67  3.74E-2  2.87E-2  2.20E-2    57
   14845   673.44  4.38E-2  3.61E-2  2.98E-2    53
   14850   673.21  4.79E-2  4.50E-2  4.22E-2    47
   14855   672.99  5.21E-2  5.33E-2  5.46E-2    43
   14860   672.76  5.62E-2  6.13E-2  6.68E-2    40
   14865   672.54  5.90E-2  6.51E-2  7.19E-2    38
   14870   672.31  6.36E-2  6.86E-2  7.41E-2    38
   14875   672.08  7.24E-2  7.44E-2  7.64E-2    37
   14880   671.86  7.71E-2  7.79E-2  7.87E-2    37
   14885   671.63  7.99E-2  7.96E-2  7.94E-2    37
   14890   671.41  8.81E-2  8.25E-2  7.72E-2    37
   14895   671.18  9.78E-2  8.56E-2  7.50E-2    37
   14900   670.96  1.03E-1  8.65E-2  7.27E-2    38
   14905   670.73  1.06E-1  8.69E-2  7.10E-2    38
   14910   670.51  1.13E-1  9.42E-2  7.81E-2    36
   14915   670.28  1.19E-1  1.02E-1  8.72E-2    35
   14920   670.06  1.24E-1  1.09E-1  9.62E-2    33
   14925   669.83  1.38E-1  1.20E-1  1.05E-1    32
   14930   669.61  1.42E-1  1.26E-1  1.11E-1    31
   14935   669.38  1.46E-1  1.29E-1  1.14E-1    31
   14940   669.16  1.48E-1  1.31E-1  1.16E-1    31
   14945   668.94  1.63E-1  1.39E-1  1.18E-1    30
   14950   668.71  1.71E-1  1.44E-1  1.20E-1    30
   14955   668.49  1.63E-1  1.41E-1  1.23E-1    30
   14960   668.26  1.60E-1  1.41E-1  1.25E-1    29
   14965   668.04  1.80E-1  1.51E-1  1.27E-1    29
   14970   667.82  1.84E-1  1.54E-1  1.29E-1    29
   14975   667.60  1.86E-1  1.56E-1  1.31E-1    28
   14980   667.37  1.87E-1  1.57E-1  1.32E-1    28
   14985   667.15  1.80E-1  1.55E-1  1.34E-1    28
   14990   666.93  1.90E-1  1.60E-1  1.35E-1    28
   14995   666.70  1.90E-1  1.60E-1  1.35E-1    28
   15000   666.48  1.87E-1  1.59E-1  1.35E-1    28
   15005   666.26  1.99E-1  1.64E-1  1.35E-1    28
   15010   666.04  1.87E-1  1.59E-1  1.35E-1    28
   15015   665.82  1.82E-1  1.57E-1  1.35E-1    28
   15020   665.60  1.79E-1  1.55E-1  1.34E-1    28
   15025   665.37  1.64E-1  1.48E-1  1.33E-1    28
   15030   665.15  1.54E-1  1.43E-1  1.32E-1    28
   15035   664.93  1.51E-1  1.41E-1  1.31E-1    28
   15040   664.71  1.48E-1  1.39E-1  1.30E-1    28
   15045   664.49  1.48E-1  1.38E-1  1.29E-1    28
   15050   664.27  1.48E-1  1.38E-1  1.28E-1    28
   15055   664.05  1.48E-1  1.37E-1  1.27E-1    28
   15060   663.83  1.44E-1  1.34E-1  1.26E-1    28
   15065   663.61  1.44E-1  1.34E-1  1.25E-1    28
   15070   663.39  1.44E-1  1.34E-1  1.25E-1    28
   15075   663.17  1.44E-1  1.35E-1  1.25E-1    28
   15080   662.95  1.47E-1  1.36E-1  1.25E-1    28
   15085   662.73  1.47E-1  1.36E-1  1.26E-1    28
   15090   662.51  1.40E-1  1.34E-1  1.28E-1    27
   15095   662.29  1.37E-1  1.33E-1  1.31E-1    27
   15100   662.07  1.30E-1  1.31E-1  1.33E-1    27
   15105   661.85  1.26E-1  1.31E-1  1.35E-1    26
   15110   661.63  1.23E-1  1.27E-1  1.32E-1    27
   15115   661.41  1.18E-1  1.22E-1  1.27E-1    27
   15120   661.19  1.12E-1  1.17E-1  1.22E-1    28
   15125   660.97  1.12E-1  1.14E-1  1.17E-1    28
   15130   660.76  1.10E-1  1.13E-1  1.15E-1    28
   15135   660.54  1.06E-1  1.10E-1  1.15E-1    28
   15140   660.32  1.04E-1  1.10E-1  1.15E-1    28
   15145   660.10  1.05E-1  1.10E-1  1.15E-1    28
   15150   659.88  1.09E-1  1.12E-1  1.15E-1    28
   15155   659.67  1.10E-1  1.13E-1  1.15E-1    28
   15160   659.45  1.09E-1  1.12E-1  1.15E-1    28
   15165   659.23  1.10E-1  1.13E-1  1.15E-1    28
   15170   659.01  1.04E-1  1.09E-1  1.15E-1    28
   15175   658.80  9.76E-2  1.06E-1  1.15E-1    28
   15180   658.58  9.53E-2  1.04E-1  1.14E-1    28
   15185   658.36  9.63E-2  1.04E-1  1.13E-1    28
   15190   658.15  9.55E-2  1.03E-1  1.11E-1    28
   15195   657.93  9.23E-2  1.01E-1  1.10E-1    28
   15200   657.71  9.38E-2  1.01E-1  1.08E-1    28
   15205   657.50  9.17E-2  9.87E-2  1.06E-1    28
   15210   657.28  9.12E-2  9.74E-2  1.04E-1    28
   15215   657.06  9.19E-2  9.68E-2  1.02E-1    28
   15220   656.85  8.99E-2  9.47E-2  9.97E-2    29
   15225   656.63  9.44E-2  9.58E-2  9.73E-2    29
   15230   656.42  9.64E-2  9.56E-2  9.49E-2    29
   15235   656.20  9.30E-2  9.27E-2  9.24E-2    29
   15240   655.99  9.00E-2  8.99E-2  8.98E-2    30
   15245   655.77  8.37E-2  8.46E-2  8.56E-2    30
   15250   655.56  7.94E-2  8.03E-2  8.12E-2    31
   15255   655.34  7.12E-2  7.40E-2  7.69E-2    31
   15260   655.13  6.86E-2  7.06E-2  7.26E-2    32
   15265   654.91  7.15E-2  7.08E-2  7.01E-2    32
   15270   654.70  6.74E-2  6.87E-2  7.01E-2    32
   15275   654.48  6.48E-2  6.74E-2  7.01E-2    32
   15280   654.27  6.29E-2  6.64E-2  7.01E-2    32
   15285   654.06  6.08E-2  6.53E-2  7.01E-2    32
   15290   653.84  5.77E-2  6.29E-2  6.85E-2    32
   15295   653.63  5.56E-2  6.08E-2  6.64E-2    33
   15300   653.41  5.19E-2  5.77E-2  6.42E-2    33
   15305   653.20  5.06E-2  5.61E-2  6.21E-2    33
   15310   652.99  4.79E-2  5.38E-2  6.05E-2    33
   15315   652.77  4.64E-2  5.38E-2  6.24E-2    33
   15320   652.56  4.48E-2  5.38E-2  6.45E-2    33
   15325   652.35  4.37E-2  5.39E-2  6.66E-2    32
   15330   652.14  4.38E-2  5.49E-2  6.88E-2    32
   15335   651.92  4.40E-2  5.52E-2  6.93E-2    31
   15340   651.71  4.35E-2  5.41E-2  6.72E-2    32
   15345   651.50  4.14E-2  5.19E-2  6.51E-2    32
   15350   651.29  4.27E-2  5.18E-2  6.29E-2    32
   15355   651.07  4.32E-2  5.12E-2  6.08E-2    33
   15360   650.86  4.43E-2  5.13E-2  5.93E-2    33
   15365   650.65  4.47E-2  5.10E-2  5.81E-2    33
   15370   650.44  4.46E-2  5.04E-2  5.70E-2    33
   15375   650.23  4.39E-2  4.95E-2  5.58E-2    34
   15380   650.02  4.31E-2  4.87E-2  5.50E-2    34
   15385   649.80  4.08E-2  4.73E-2  5.48E-2    34
   15390   649.59  3.89E-2  4.61E-2  5.46E-2    34
   15395   649.38  3.64E-2  4.45E-2  5.44E-2    34
   15400   649.17  3.70E-2  4.48E-2  5.42E-2    33
   15405   648.96  3.68E-2  4.44E-2  5.35E-2    34
   15410   648.75  3.70E-2  4.42E-2  5.27E-2    34
   15415   648.54  3.74E-2  4.40E-2  5.18E-2    34
   15420   648.33  3.37E-2  4.15E-2  5.10E-2    34
   15425   648.12  3.14E-2  3.97E-2  5.01E-2    34
   15430   647.91  2.97E-2  3.80E-2  4.86E-2    34
   15435   647.70  2.85E-2  3.66E-2  4.69E-2    35
   15440   647.49  2.45E-2  3.33E-2  4.52E-2    35
   15445   647.28  2.33E-2  3.18E-2  4.35E-2    35
   15450   647.07  2.39E-2  3.16E-2  4.19E-2    36
   15455   646.86  2.44E-2  3.15E-2  4.06E-2    36
   15460   646.65  2.59E-2  3.19E-2  3.94E-2    36
   15465   646.44  2.67E-2  3.19E-2  3.81E-2    37
   15470   646.23  2.64E-2  3.12E-2  3.68E-2    37
   15475   646.03  2.71E-2  3.10E-2  3.55E-2    37
   15480   645.82  2.69E-2  3.03E-2  3.41E-2    38
   15485   645.61  2.66E-2  2.95E-2  3.27E-2    38
   15490   645.40  2.53E-2  2.81E-2  3.13E-2    39
   15495   645.19  2.47E-2  2.73E-2  3.01E-2    39
   15500   644.98  2.35E-2  2.67E-2  3.04E-2    39
   15505   644.78  2.35E-2  2.69E-2  3.09E-2    39
   15510   644.57  2.40E-2  2.74E-2  3.13E-2    38
   15515   644.36  2.39E-2  2.75E-2  3.17E-2    38
   15520   644.15  2.45E-2  2.80E-2  3.20E-2    38
   15525   643.94  2.56E-2  2.86E-2  3.20E-2    38
   15530   643.74  2.59E-2  2.88E-2  3.20E-2    38
   15535   643.53  2.78E-2  2.98E-2  3.20E-2    38
   15540   643.32  2.77E-2  2.98E-2  3.20E-2    38
   15545   643.12  2.83E-2  3.01E-2  3.20E-2    37
   15550   642.91  2.86E-2  3.03E-2  3.20E-2    37
   15555   642.70  2.93E-2  3.06E-2  3.20E-2    37
   15560   642.50  2.99E-2  3.09E-2  3.20E-2    37
   15565   642.29  3.13E-2  3.16E-2  3.20E-2    37
   15570   642.08  3.00E-2  3.07E-2  3.15E-2    37
   15575   641.88  2.81E-2  2.94E-2  3.07E-2    37
   15580   641.67  2.70E-2  2.84E-2  2.99E-2    38
   15585   641.47  2.59E-2  2.75E-2  2.91E-2    38
   15590   641.26  2.58E-2  2.70E-2  2.82E-2    38
   15595   641.05  2.47E-2  2.63E-2  2.80E-2    38
   15600   640.85  2.39E-2  2.59E-2  2.80E-2    38
   15605   640.64  2.22E-2  2.49E-2  2.80E-2    38
   15610   640.44  2.03E-2  2.38E-2  2.80E-2    38
   15615   640.23  1.93E-2  2.31E-2  2.76E-2    38
   15620   640.03  1.89E-2  2.23E-2  2.64E-2    38
   15625   639.82  1.79E-2  2.12E-2  2.51E-2    39
   15630   639.62  1.79E-2  2.07E-2  2.39E-2    39
   15635   639.41  1.74E-2  1.99E-2  2.27E-2    40
   15640   639.21  1.68E-2  1.91E-2  2.17E-2    40
   15645   639.01  1.63E-2  1.85E-2  2.11E-2    40
