213.33	7.340696e-19
213.34	7.316924e-19
213.35	7.293712e-19
213.36	7.271380e-19
213.37	7.250243e-19
213.38	7.230603e-19
213.39	7.212747e-19
213.40	7.196936e-19
213.41	7.183402e-19
213.42	7.172343e-19
213.43	7.163916e-19
213.44	7.158236e-19
213.45	7.155373e-19
213.46	7.155347e-19
213.47	7.158134e-19
213.48	7.163660e-19
213.49	7.171804e-19
213.50	7.182406e-19
213.51	7.195262e-19
213.52	7.210136e-19
213.53	7.226760e-19
213.54	7.244845e-19
213.55	7.264082e-19
213.56	7.284153e-19
213.57	7.304737e-19
213.58	7.325516e-19
213.59	7.346181e-19
213.60	7.366443e-19
213.61	7.386033e-19
213.62	7.404711e-19
213.63	7.422270e-19
213.64	7.438538e-19
213.65	7.453383e-19
213.66	7.466712e-19
213.67	7.478474e-19
213.68	7.488659e-19
213.69	7.497295e-19
213.70	7.504449e-19
213.71	7.510220e-19
213.72	7.514738e-19
213.73	7.518158e-19
213.74	7.520656e-19
213.75	7.522425e-19
213.76	7.523667e-19
213.77	7.524588e-19
213.78	7.525395e-19
213.79	7.526288e-19
213.80	7.527460e-19
213.81	7.529088e-19
213.82	7.531330e-19
213.83	7.534327e-19
213.84	7.538196e-19
213.85	7.543029e-19
213.86	7.548897e-19
213.87	7.555842e-19
213.88	7.563885e-19
213.89	7.573025e-19
213.90	7.583239e-19
213.91	7.594485e-19
213.92	7.606707e-19
213.93	7.619834e-19
213.94	7.633786e-19
213.95	7.648473e-19
213.96	7.663803e-19
213.97	7.679681e-19
213.98	7.696011e-19
213.99	7.712701e-19
214.00	7.729661e-19
214.01	7.746807e-19
214.02	7.764063e-19
214.03	7.781356e-19
214.04	7.798623e-19
214.05	7.815805e-19
214.06	7.832851e-19
214.07	7.849715e-19
214.08	7.866354e-19
214.09	7.882732e-19
214.10	7.898813e-19
214.11	7.914563e-19
214.12	7.929952e-19
214.13	7.944947e-19
214.14	7.959518e-19
214.15	7.973633e-19
214.16	7.987263e-19
214.17	8.000378e-19
214.18	8.012950e-19
214.19	8.024952e-19
214.20	8.036363e-19
214.21	8.047166e-19
214.22	8.057349e-19
214.23	8.066909e-19
214.24	8.075853e-19
214.25	8.084194e-19
214.26	8.091961e-19
214.27	8.099193e-19
214.28	8.105939e-19
214.29	8.112264e-19
214.30	8.118242e-19
214.31	8.123959e-19
214.32	8.129513e-19
214.33	8.135006e-19
214.34	8.140549e-19
214.35	8.146256e-19
214.36	8.152240e-19
214.37	8.158614e-19
214.38	8.165486e-19
214.39	8.172953e-19
214.40	8.181102e-19
214.41	8.190008e-19
214.42	8.199724e-19
214.43	8.210289e-19
214.44	8.221716e-19
214.45	8.234000e-19
214.46	8.247110e-19
214.47	8.260993e-19
214.48	8.275573e-19
214.49	8.290753e-19
214.50	8.306417e-19
214.51	8.322432e-19
214.52	8.338650e-19
214.53	8.354913e-19
214.54	8.371059e-19
214.55	8.386921e-19
214.56	8.402335e-19
214.57	8.417145e-19
214.58	8.431204e-19
214.59	8.444382e-19
214.60	8.456566e-19
214.61	8.467666e-19
214.62	8.477617e-19
214.63	8.486380e-19
214.64	8.493945e-19
214.65	8.500331e-19
214.66	8.505585e-19
214.67	8.509783e-19
214.68	8.513025e-19
214.69	8.515437e-19
214.70	8.517162e-19
214.71	8.518363e-19
214.72	8.519214e-19
214.73	8.519898e-19
214.74	8.520600e-19
214.75	8.521505e-19
214.76	8.522791e-19
214.77	8.524626e-19
214.78	8.527165e-19
214.79	8.530541e-19
214.80	8.534869e-19
214.81	8.540238e-19
214.82	8.546712e-19
214.83	8.554328e-19
214.84	8.563097e-19
214.85	8.573003e-19
214.86	8.584005e-19
214.87	8.596039e-19
214.88	8.609022e-19
214.89	8.622853e-19
214.90	8.637419e-19
214.91	8.652598e-19
214.92	8.668263e-19
214.93	8.684287e-19
214.94	8.700547e-19
214.95	8.716929e-19
214.96	8.733330e-19
214.97	8.749664e-19
214.98	8.765862e-19
214.99	8.781876e-19
215.00	8.797678e-19
215.01	8.813265e-19
215.02	8.828653e-19
215.03	8.843884e-19
215.04	8.859015e-19
215.05	8.874124e-19
215.06	8.889301e-19
215.07	8.904648e-19
215.08	8.920274e-19
215.09	8.936290e-19
215.10	8.952807e-19
215.11	8.969927e-19
215.12	8.987744e-19
215.13	9.006336e-19
215.14	9.025762e-19
215.15	9.046058e-19
215.16	9.067239e-19
215.17	9.089289e-19
215.18	9.112166e-19
215.19	9.135800e-19
215.20	9.160089e-19
215.21	9.184909e-19
215.22	9.210107e-19
215.23	9.235508e-19
215.24	9.260920e-19
215.25	9.286135e-19
215.26	9.310934e-19
215.27	9.335095e-19
215.28	9.358393e-19
215.29	9.380613e-19
215.30	9.401548e-19
215.31	9.421010e-19
215.32	9.438830e-19
215.33	9.454869e-19
215.34	9.469016e-19
215.35	9.481196e-19
215.36	9.491370e-19
215.37	9.499539e-19
215.38	9.505743e-19
215.39	9.510062e-19
215.40	9.512617e-19
215.41	9.513565e-19
215.42	9.513100e-19
215.43	9.511445e-19
215.44	9.508853e-19
215.45	9.505599e-19
215.46	9.501973e-19
215.47	9.498279e-19
215.48	9.494826e-19
215.49	9.491919e-19
215.50	9.489858e-19
215.51	9.488928e-19
215.52	9.489394e-19
215.53	9.491497e-19
215.54	9.495446e-19
215.55	9.501415e-19
215.56	9.509540e-19
215.57	9.519916e-19
215.58	9.532595e-19
215.59	9.547583e-19
215.60	9.564845e-19
215.61	9.584298e-19
215.62	9.605822e-19
215.63	9.629256e-19
215.64	9.654405e-19
215.65	9.681042e-19
215.66	9.708915e-19
215.67	9.737752e-19
215.68	9.767267e-19
215.69	9.797165e-19
215.70	9.827150e-19
215.71	9.856931e-19
215.72	9.886227e-19
215.73	9.914773e-19
215.74	9.942330e-19
215.75	9.968681e-19
215.76	9.993645e-19
215.77	1.001707e-18
215.78	1.003885e-18
215.79	1.005892e-18
215.80	1.007724e-18
215.81	1.009382e-18
215.82	1.010872e-18
215.83	1.012202e-18
215.84	1.013384e-18
215.85	1.014435e-18
215.86	1.015372e-18
215.87	1.016215e-18
215.88	1.016988e-18
215.89	1.017713e-18
215.90	1.018414e-18
215.91	1.019116e-18
215.92	1.019842e-18
215.93	1.020615e-18
215.94	1.021455e-18
215.95	1.022381e-18
215.96	1.023409e-18
215.97	1.024552e-18
215.98	1.025820e-18
215.99	1.027220e-18
216.00	1.028755e-18
216.01	1.030424e-18
216.02	1.032223e-18
216.03	1.034145e-18
216.04	1.036179e-18
216.05	1.038312e-18
216.06	1.040528e-18
216.07	1.042810e-18
216.08	1.045137e-18
216.09	1.047490e-18
216.10	1.049847e-18
216.11	1.052187e-18
216.12	1.054490e-18
216.13	1.056736e-18
216.14	1.058907e-18
216.15	1.060986e-18
216.16	1.062961e-18
216.17	1.064820e-18
216.18	1.066554e-18
216.19	1.068158e-18
216.20	1.069630e-18
216.21	1.070970e-18
216.22	1.072182e-18
216.23	1.073274e-18
216.24	1.074254e-18
216.25	1.075135e-18
216.26	1.075929e-18
216.27	1.076653e-18
216.28	1.077323e-18
216.29	1.077956e-18
216.30	1.078570e-18
216.31	1.079183e-18
216.32	1.079811e-18
216.33	1.080470e-18
216.34	1.081174e-18
216.35	1.081937e-18
216.36	1.082769e-18
216.37	1.083678e-18
216.38	1.084669e-18
216.39	1.085747e-18
216.40	1.086912e-18
216.41	1.088162e-18
216.42	1.089493e-18
216.43	1.090900e-18
216.44	1.092373e-18
216.45	1.093904e-18
216.46	1.095480e-18
216.47	1.097090e-18
216.48	1.098721e-18
216.49	1.100361e-18
216.50	1.101996e-18
216.51	1.103613e-18
216.52	1.105203e-18
216.53	1.106754e-18
216.54	1.108258e-18
216.55	1.109708e-18
216.56	1.111098e-18
216.57	1.112425e-18
216.58	1.113688e-18
216.59	1.114888e-18
216.60	1.116027e-18
216.61	1.117110e-18
216.62	1.118142e-18
216.63	1.119131e-18
216.64	1.120085e-18
216.65	1.121015e-18
216.66	1.121930e-18
216.67	1.122841e-18
216.68	1.123757e-18
216.69	1.124689e-18
216.70	1.125647e-18
216.71	1.126639e-18
216.72	1.127673e-18
216.73	1.128754e-18
216.74	1.129888e-18
216.75	1.131079e-18
216.76	1.132328e-18
216.77	1.133635e-18
216.78	1.135000e-18
216.79	1.136420e-18
216.80	1.137890e-18
216.81	1.139407e-18
216.82	1.140963e-18
216.83	1.142553e-18
216.84	1.144168e-18
216.85	1.145802e-18
216.86	1.147446e-18
216.87	1.149094e-18
216.88	1.150737e-18
216.89	1.152369e-18
216.90	1.153984e-18
216.91	1.155576e-18
216.92	1.157140e-18
216.93	1.158674e-18
216.94	1.160175e-18
216.95	1.161640e-18
216.96	1.163069e-18
216.97	1.164461e-18
216.98	1.165819e-18
216.99	1.167142e-18
