  1      0.0001782      374.84    0.28674E+02    0.28674E+02    0.23616E+01
  2      0.0002249      378.22    0.28572E+02    0.28674E+02    0.23616E+01
  3      0.0002838      382.10    0.28769E+02    0.28674E+02    0.23616E+01
  4      0.0003581      386.37    0.29014E+02    0.28674E+02    0.23615E+01
  5      0.0004519      391.04    0.29483E+02    0.28674E+02    0.23615E+01
  6      0.0005703      396.09    0.30626E+02    0.28674E+02    0.23615E+01
  7      0.0007196      401.71    0.28957E+02    0.28674E+02    0.23616E+01
  8      0.0009081      407.87    0.28964E+02    0.28674E+02    0.23616E+01
  9      0.0011459      414.39    0.28363E+02    0.28674E+02    0.23616E+01
 10      0.0014461      421.10    0.29651E+02    0.28675E+02    0.23615E+01
 11      0.0018248      427.94    0.30151E+02    0.28675E+02    0.23616E+01
 12      0.0023028      434.85    0.32065E+02    0.28675E+02    0.23616E+01
 13      0.0029059      441.84    0.34369E+02    0.28675E+02    0.23616E+01
 14      0.0036670      448.96    0.37653E+02    0.28676E+02    0.23616E+01
 15      0.0046274      456.31    0.41144E+02    0.28676E+02    0.23615E+01
 16      0.0058393      463.91    0.46483E+02    0.28677E+02    0.23615E+01
 17      0.0073687      471.72    0.54538E+02    0.28678E+02    0.23616E+01
 18      0.0092987      479.67    0.72138E+02    0.28679E+02    0.23616E+01
 19      0.0117341      487.91    0.83921E+02    0.28681E+02    0.23616E+01
 20      0.0148074      496.54    0.11454E+03    0.28683E+02    0.23616E+01
 21      0.0186856      505.68    0.13042E+03    0.28685E+02    0.23616E+01
 22      0.0235796      515.41    0.18621E+03    0.28689E+02    0.23615E+01
 23      0.0297554      525.93    0.21120E+03    0.28694E+02    0.23615E+01
 24      0.0375486      537.41    0.23564E+03    0.28700E+02    0.23614E+01
 25      0.0473830      549.93    0.35542E+03    0.28708E+02    0.23614E+01
 26      0.0597932      563.57    0.52385E+03    0.28718E+02    0.23615E+01
 27      0.0754537      578.61    0.63015E+03    0.28732E+02    0.23616E+01
 28      0.0952159      595.39    0.72820E+03    0.28751E+02    0.23616E+01
 29      0.1201540      614.09    0.71224E+03    0.28776E+02    0.23615E+01
 30      0.1516236      634.77    0.11189E+04    0.28811E+02    0.23615E+01
 31      0.1913356      657.66    0.14742E+04    0.28863E+02    0.23616E+01
 32      0.2414485      683.50    0.16719E+04    0.28950E+02    0.23616E+01
 33      0.3046865      712.85    0.77284E+03    0.29103E+02    0.23616E+01
 34      0.3844874      746.08   -0.89951E+03    0.29387E+02    0.23615E+01
 35      0.4851889      783.79   -0.30575E+04    0.29917E+02    0.23615E+01
 36      0.6122653      826.29   -0.98853E+04    0.30970E+02    0.23615E+01
 37      0.7726245      874.34   -0.27057E+05    0.33058E+02    0.23615E+01
 38      0.9749835      925.24    0.16499E+05    0.36352E+02    0.23615E+01
 39      1.2303430      973.30    0.17740E+06    0.39120E+02    0.23614E+01
 40      1.5525830     1020.25    0.24327E+05    0.41266E+02    0.23610E+01
 41      1.9592220     1074.16    0.31855E+05    0.44965E+02    0.23607E+01
 42      2.4723640     1137.01    0.39527E+05    0.52404E+02    0.23602E+01
 43      3.1199040     1209.32    0.45009E+04    0.69704E+02    0.23607E+01
 44      3.9370420     1287.67   -0.45042E+05    0.11066E+03    0.23594E+01
 45      4.9681970     1370.32   -0.25421E+05    0.16814E+03    0.23588E+01
 46      6.2694240     1450.20   -0.41242E+05    0.30184E+03    0.23590E+01
 47      7.9114560     1536.54    0.49792E+06    0.11455E+07    0.23595E+01
 48      9.9835550     1636.43    0.11184E+07    0.90048E+06    0.23598E+01
 49     12.5983600     1741.36   -0.18984E+06   -0.15435E+07    0.23599E+01
 50     15.8980100     1851.44   -0.30761E+07   -0.47860E+07    0.23607E+01
 51     20.0618800     1966.54   -0.70538E+07   -0.94887E+07    0.23614E+01
 52     25.3163100     2086.73   -0.11557E+08   -0.13781E+08    0.23621E+01
 53     31.9469400     2211.41   -0.11836E+08   -0.97813E+07    0.23627E+01
 54     40.3142000     2340.64   -0.11827E+08   -0.13967E+08    0.23617E+01
 55     50.8729400     2473.25   -0.16680E+08   -0.19400E+08    0.23601E+01
 56     64.1971300     2609.30   -0.21650E+08   -0.23900E+08    0.23580E+01
 57     81.0110800     2747.56   -0.25678E+08   -0.27456E+08    0.23546E+01
 58    102.2288000     2887.93   -0.28812E+08   -0.30167E+08    0.23509E+01
 59    129.0036000     3030.07   -0.31180E+08   -0.32192E+08    0.23456E+01
 60    162.7911000     3173.60   -0.32938E+08   -0.33685E+08    0.23383E+01
 61    205.4280000     3318.96   -0.33685E+08   -0.37192E+08    0.23310E+01
