  1      0.0000010      521.09   -0.30178E+01   -0.30178E+01    0.23551E+01
  2      0.0000013      522.59   -0.27874E+01   -0.30179E+01    0.23547E+01
  3      0.0000016      524.27   -0.29530E+01   -0.30179E+01    0.23545E+01
  4      0.0000020      526.16   -0.30618E+01   -0.30179E+01    0.23545E+01
  5      0.0000025      528.29   -0.32711E+01   -0.30179E+01    0.23545E+01
  6      0.0000032      530.57   -0.30197E+01   -0.30179E+01    0.23547E+01
  7      0.0000040      532.97   -0.29113E+01   -0.30180E+01    0.23549E+01
  8      0.0000050      535.60   -0.28190E+01   -0.30180E+01    0.23553E+01
  9      0.0000064      538.49   -0.26215E+01   -0.30180E+01    0.23558E+01
 10      0.0000080      541.71   -0.21446E+01   -0.30181E+01    0.23565E+01
 11      0.0000101      545.30   -0.17797E+01   -0.30182E+01    0.23575E+01
 12      0.0000127      549.30   -0.16702E+01   -0.30183E+01    0.23579E+01
 13      0.0000160      553.63   -0.76775E+00   -0.30185E+01    0.23584E+01
 14      0.0000202      558.23    0.36722E+00   -0.30186E+01    0.23591E+01
 15      0.0000254      563.01    0.25495E+01   -0.30189E+01    0.23600E+01
 16      0.0000320      567.87    0.23852E+01   -0.30191E+01    0.23608E+01
 17      0.0000404      572.53    0.46914E+01   -0.30194E+01    0.23609E+01
 18      0.0000509      576.97   -0.23215E+01   -0.30197E+01    0.23605E+01
 19      0.0000641      580.96    0.28915E+01   -0.30201E+01    0.23598E+01
 20      0.0000807      584.59    0.78345E+01   -0.30207E+01    0.23596E+01
 21      0.0001017      588.03    0.12392E+02   -0.30215E+01    0.23596E+01
 22      0.0001282      591.38    0.14989E+02   -0.30225E+01    0.23594E+01
 23      0.0001615      594.71    0.20385E+02   -0.30237E+01    0.23595E+01
 24      0.0002035      598.08    0.27761E+02   -0.30254E+01    0.23597E+01
 25      0.0002564      601.55    0.37974E+02   -0.30274E+01    0.23601E+01
 26      0.0003230      605.18    0.51439E+02   -0.30300E+01    0.23605E+01
 27      0.0004070      608.93    0.65773E+02   -0.30331E+01    0.23606E+01
 28      0.0005129      612.80    0.83088E+02   -0.30369E+01    0.23607E+01
 29      0.0006462      616.83    0.10531E+03   -0.30416E+01    0.23609E+01
 30      0.0008142      621.08    0.12374E+03   -0.30474E+01    0.23611E+01
 31      0.0010259      625.53    0.20230E+03   -0.30544E+01    0.23614E+01
 32      0.0012927      630.19    0.28131E+03   -0.30627E+01    0.23614E+01
 33      0.0016288      635.15    0.33753E+03   -0.30727E+01    0.23614E+01
 34      0.0020522      640.47    0.42027E+03   -0.30847E+01    0.23615E+01
 35      0.0025858      646.19    0.47987E+03   -0.30988E+01    0.23615E+01
 36      0.0032581      652.26    0.84048E+03   -0.31160E+01    0.23615E+01
 37      0.0041053      658.83    0.10348E+04   -0.31393E+01    0.23614E+01
 38      0.0051726      666.19    0.12491E+04   -0.31690E+01    0.23613E+01
 39      0.0065175      674.55    0.15025E+04   -0.32052E+01    0.23613E+01
 40      0.0082120      684.10    0.17087E+04   -0.32456E+01    0.23614E+01
 41      0.0103472      694.95    0.23891E+04   -0.32829E+01    0.23615E+01
 42      0.0130374      707.40    0.29042E+04   -0.33047E+01    0.23615E+01
 43      0.0164272      721.71    0.33557E+04   -0.33115E+01    0.23615E+01
 44      0.0206982      738.04    0.40821E+04   -0.33455E+01    0.23612E+01
 45      0.0260798      756.74    0.35008E+04   -0.33001E+01    0.23611E+01
 46      0.0328605      778.48    0.32983E+04   -0.27660E+01    0.23613E+01
 47      0.0414043      804.11    0.86224E+03   -0.11880E+01    0.23610E+01
 48      0.0521694      832.16   -0.24261E+04   -0.14849E+00    0.23595E+01
 49      0.0657334      864.55   -0.70324E+05    0.28692E+01    0.23592E+01
 50      0.0828241      900.42   -0.83855E+05    0.34049E+01    0.23604E+01
 51      0.1043584      933.43   -0.21012E+05    0.16725E+01    0.23590E+01
 52      0.1314915      964.12   -0.65026E+05    0.76662E+00    0.23583E+01
 53      0.1656793      994.43   -0.70334E+05    0.46505E+00    0.23591E+01
 54      0.2087560     1023.08   -0.67700E+04    0.50894E+00    0.23588E+01
 55      0.2630325     1050.15   -0.14880E+05    0.53599E+00    0.23588E+01
 56      0.3314210     1077.30   -0.21365E+05    0.49873E+00    0.23590E+01
 57      0.4175904     1103.50   -0.18756E+05    0.50056E+00    0.23591E+01
 58      0.5261639     1128.60   -0.15678E+05    0.31889E+00    0.23586E+01
 59      0.6629666     1152.95   -0.13061E+05    0.74115E-01    0.23586E+01
 60      0.8353379     1177.30   -0.13232E+05   -0.11961E+00    0.23592E+01
 61      1.0525257     1201.96   -0.16641E+05   -0.25935E+00    0.23600E+01
 62      1.3261824     1225.43   -0.14133E+05   -0.28197E+00    0.23591E+01
 63      1.6709898     1247.19   -0.10078E+05   -0.22867E+00    0.23588E+01
 64      2.1054471     1267.56   -0.74546E+04   -0.16135E+00    0.23590E+01
 65      2.6528634     1286.96   -0.52612E+04   -0.10934E+00    0.23598E+01
 66      3.3426079     1305.91   -0.52993E+04   -0.93851E-01    0.23599E+01
 67      4.2116859     1323.96   -0.43489E+04   -0.62984E-01    0.23591E+01
 68      5.3067243     1342.06   -0.43323E+04   -0.38092E-01    0.23588E+01
 69      6.6864726     1361.06   -0.47434E+04   -0.20643E-01    0.23591E+01
 70      8.4249555     1381.51    0.43834E+04   -0.11555E-01    0.23599E+01
 71     10.0000000     1398.06   -0.61531E+04   -0.13773E-01    0.23608E+01
 72     12.6000000     1422.20    0.92301E+03   -0.76877E-02    0.23598E+01
 73     15.8760000     1449.61    0.13384E+04   -0.34452E-02    0.23594E+01
 74     20.0037600     1482.65    0.65752E+03   -0.27931E-02    0.23596E+01
 75     25.2047376     1523.80   -0.60194E+01   -0.14346E-02    0.23601E+01
 76     31.7579694     1574.70   -0.28389E+02    0.30368E-02    0.23604E+01
 77     40.0150411     1634.54    0.19253E+02    0.33651E-02    0.23596E+01
 78     50.4189522     1705.04   -0.78409E+00    0.51187E-02    0.23593E+01
 79     63.5278797     1790.60   -0.59250E+03   -0.11736E+04    0.23596E+01
 80     80.0451285     1902.53   -0.55752E+05   -0.11032E+06    0.23606E+01
 81    100.8568618     2019.66   -0.17291E+06   -0.23550E+06    0.23617E+01
 82    127.0796459     2142.10   -0.27966E+06   -0.32382E+06    0.23613E+01
 83    160.1203539     2269.64   -0.34951E+06   -0.37521E+06    0.23617E+01
 84    201.7516459     2402.28   -0.38850E+06   -0.40180E+06    0.23621E+01
 85    254.2070739     2539.55   -0.40844E+06   -0.41507E+06    0.23620E+01
 86    320.3009131     2681.46   -0.42048E+06   -0.42588E+06    0.23610E+01
 87    403.5791505     2827.26   -0.43011E+06   -0.43434E+06    0.23603E+01
 88    508.5097296     2977.23   -0.43769E+06   -0.44104E+06    0.23599E+01
 89    640.7222593     3130.45   -0.44363E+06   -0.44622E+06    0.23598E+01
 90    807.3100468     3287.35   -0.44812E+06   -0.45002E+06    0.23629E+01
 91   1000.0000000     3435.51   -0.45002E+06   -0.45916E+06    0.23690E+01
